26280	11	1110
21241	18	21241
25626	17	4880
15999	10	22601
1367	11	26677
24707	10	6039
8423	10	21936
21543	10	15258
23005	10	22943
13159	17	1020
19734	18	19734
26450	10	11626
8181	9	10148
21348	16	4947
18818	10	5443
4112	18	4112
12192	10	13344
3341	8	28291
20297	17	13391
6310	18	6310
21175	7	19911
2863	1	25387
14498	10	15162
19447	10	23290
12466	18	12466
13214	7	27062
11064	8	28291
13747	8	25876
24166	10	12155
25811	10	20115
17993	10	7999
7333	17	7289
26502	10	8265
5596	10	15317
2715	11	14189
2342	10	5260
9545	11	18817
18487	18	18487
6062	10	25678
28493	10	21703
21900	10	16130
11919	15	12741
9892	18	9892
6222	10	23104
1294	17	2153
16278	8	25876
13113	18	13113
17212	8	25876
2363	18	2363
24712	17	28095
26208	10	7552
12910	17	25610
1660	17	1002
10604	18	10604
16925	10	2716
26222	10	19914
23316	4	7797
8396	10	17410
13207	4	21404
13449	10	25622
10382	8	12641
3245	10	22601
17809	10	27045
17715	18	17715
21372	10	3826
4715	10	14432
3179	17	2153
6871	10	18475
19155	16	27519
5957	10	26474
24348	18	24348
2415	10	8357
5582	18	5582
23754	10	22025
3287	8	28291
10482	7	23203
25017	10	26245
12469	10	23252
5772	18	5772
22110	10	4016
20551	10	2391
112	10	16666
20215	18	20215
22214	17	11910
3984	10	16666
8340	18	8340
3554	10	8679
5988	10	5530
24549	10	23104
4185	10	11065
9711	10	11790
627	16	18589
8096	9	21459
5230	18	5230
12323	8	28291
17271	11	20470
14972	10	18782
1718	7	3410
9193	10	1533
22523	10	26603
15059	11	12622
10466	10	7093
26230	18	26230
27415	17	22589
27254	10	9745
27808	17	1637
24123	9	1723
24377	10	10750
24335	10	23772
14277	18	14277
2046	10	26682
1576	10	19625
27512	10	5557
24646	8	25876
5957	10	16168
24463	10	19189
27633	11	6925
8512	11	11094
10271	10	5668
15935	10	11443
14710	10	4676
24700	18	24700
26014	10	27214
1767	9	10183
26519	10	24517
24847	7	21852
26010	10	28385
27627	11	110
13077	7	24952
6715	17	14097
834	10	9341
22708	10	18782
22197	18	22197
26850	10	8114
21396	17	4880
13254	18	13254
10447	10	13850
3835	26	21560
7227	10	7999
21922	10	23772
8363	8	25876
4967	10	4016
13133	23	27650
20804	10	22601
880	18	880
15551	11	15850
5087	18	5087
15330	18	15330
22988	10	8712
13101	7	8061
2388	3	1417
18640	10	22565
20988	11	24825
21922	1	70
5261	10	25622
22284	17	24825
10690	11	27771
7055	8	28291
18174	7	12594
28712	16	28664
16779	10	22162
4253	10	17759
1443	18	1443
26181	18	26181
6654	8	28291
15699	3	24590
9414	17	18210
8396	10	10042
14181	10	7472
7659	1	5157
15608	10	6714
12861	10	1002
20112	10	15600
21502	10	21857
8014	10	21153
28168	10	8909
2821	11	22589
9093	10	15162
3913	8	25876
21235	17	25610
12937	11	28098
9443	10	28007
17571	11	18817
12126	11	28554
26815	17	11910
26596	10	25964
9090	15	13179
10583	17	4276
10703	10	24617
20462	11	13609
6443	10	16332
17882	18	17882
2019	17	18064
9896	10	16010
3570	10	28392
14517	10	10042
19108	10	12258
21035	10	22567
15994	11	23727
18993	18	18993
12841	8	28291
26251	7	12372
27063	11	27771
19339	10	10042
2648	18	2648
27992	10	7496
6783	4	25281
1146	10	26967
22988	10	26616
26466	17	11094
888	10	11790
6650	18	6650
3579	18	3579
26209	18	26209
12509	18	12509
21397	18	21397
11591	10	20115
67	10	21936
14430	8	28291
5320	18	5320
6732	10	3826
23553	10	15162
22496	7	9346
27201	10	11790
7262	10	4456
1874	8	28291
23754	10	20896
14578	10	3751
16502	17	16642
19556	8	28291
21328	10	15215
1690	17	18857
27949	18	27949
18531	10	15278
10406	10	10645
19664	10	5486
4126	9	16044
18575	10	7251
22387	18	22387
28621	18	28621
24150	18	24150
8606	18	8606
26519	10	28259
26333	11	14364
15131	10	10042
6221	7	24889
1688	10	24405
27592	10	16666
6820	10	20896
9226	10	4112
16941	10	7251
19600	17	13391
24166	10	4456
14283	17	26677
19026	16	6639
17304	18	17304
7595	8	25876
5168	7	24462
2523	10	10750
28631	11	18074
19789	18	19789
616	10	5430
10487	10	16642
17682	11	28554
20748	7	12594
18063	11	14364
17947	18	17947
137	8	12641
27495	23	12201
7700	10	23145
16509	10	19961
11489	8	28291
19299	10	11331
25041	10	22602
6143	8	28291
25885	10	10827
20054	11	14546
25877	10	9233
14170	11	110
27354	10	18270
4288	18	4288
15931	10	10435
16542	10	20896
538	18	538
4128	10	17410
23456	11	18817
27547	7	21441
2087	7	11657
21100	10	14516
4171	18	4171
16411	10	27793
17131	10	7251
3813	30	4511
12615	10	2913
21766	10	26526
15445	10	15059
8394	10	8108
25131	11	20759
25223	18	25223
4162	10	1208
19821	8	25876
19389	16	21601
20048	10	15973
14029	10	16609
6906	10	13582
28088	18	28088
1152	10	10902
22708	10	23731
8909	11	5772
21922	10	12141
18711	10	11381
8599	10	2423
25028	18	25028
16437	8	28291
22513	8	25876
6605	10	23252
10349	10	27918
14916	10	26245
3317	18	3317
3937	10	22601
24248	8	28291
9880	18	9880
4914	10	11790
698	11	2153
23794	10	24182
25416	8	25876
6820	10	16666
3213	11	15850
12494	8	28291
6997	18	6997
19990	8	28291
4950	18	4950
10447	10	16609
27237	10	11210
9966	10	6987
25792	10	11186
20761	11	28095
8791	7	5644
4914	10	24720
28161	18	28161
15	17	4880
25363	10	26967
4715	10	11397
8514	10	15181
23370	10	17410
16323	18	16323
19544	18	19544
1070	10	22468
20759	9	16843
3079	10	3164
27630	7	25933
9646	8	25876
9155	10	7578
12376	18	12376
557	10	24617
26154	8	28291
15527	26	12201
556	10	24617
23197	8	25876
10447	10	21593
26826	11	11910
5407	10	12070
13343	10	7093
9314	9	7128
2866	10	16609
13287	17	18817
5407	10	17912
5678	7	21079
23673	7	11629
6854	10	27109
1793	17	26677
7596	18	7596
21231	10	20709
22135	17	12093
21604	10	3751
4571	18	4571
13962	10	15059
10115	17	15927
16211	10	22101
22201	18	22201
14065	10	23703
21736	18	21736
14879	18	14879
24678	10	15706
5632	11	26677
11282	8	28291
11075	8	12641
11835	15	27012
4089	10	24617
12416	18	12416
16233	10	15873
22362	8	28291
17980	10	24783
10646	18	10646
11245	11	11381
8580	7	13504
6553	7	21869
21091	10	27677
23722	8	28291
6770	17	13335
21310	8	28291
8751	10	16666
24090	17	23727
14529	7	4591
24308	10	25262
5957	10	22025
20443	10	7251
24074	10	25009
23181	10	28687
22369	10	333
24166	9	11217
8833	10	11065
18152	15	8722
3293	18	3293
7290	17	26677
27617	10	3181
28464	10	7096
7792	10	12070
15707	11	11094
13786	10	6110
14355	10	16130
21918	18	21918
16320	18	16320
14451	10	28708
23413	11	26897
23969	10	26245
6062	10	3751
830	18	830
5189	8	28291
7809	10	21986
15527	10	16728
9277	10	10827
9765	11	15391
21578	10	17377
1893	10	20763
24897	10	12187
1263	18	1263
4663	10	951
67	10	18690
9314	10	815
26887	18	26887
16579	10	11663
15402	11	2153
24374	10	12668
4360	10	24624
11702	10	23703
17652	8	25876
27690	10	11777
14661	10	3782
21760	18	21760
23978	10	7251
16993	18	16993
556	10	13128
8685	10	23772
8673	26	12201
24440	10	13978
26502	26	12201
25659	10	16666
18575	10	10435
7245	10	25622
19882	11	21672
8128	10	16168
1667	10	8567
5464	10	19914
25635	10	3164
16435	10	10042
12892	23	27678
11239	10	18782
26524	7	22983
10971	18	10971
16941	10	10435
16509	10	16689
14710	10	20115
18094	18	18094
13207	10	18018
4283	10	11956
21160	10	18522
22396	8	25876
18271	10	15600
20762	10	22025
26009	7	15510
26549	10	22061
12103	7	7549
8764	10	18610
25403	10	21389
25125	10	22493
18622	10	13604
6406	10	15162
21545	11	1110
9667	17	26897
1731	17	18817
25125	10	10754
4702	10	1044
7034	8	12641
10091	8	28291
19587	10	754
22476	18	22476
9131	10	14373
14140	7	13647
5226	7	9541
9569	17	8211
9711	10	4387
19574	7	126
20551	10	7591
3328	17	12093
12596	18	12596
13861	7	20700
28186	11	18817
6212	10	2334
10119	3	7225
14248	7	9864
6107	18	6107
27906	10	27183
8684	8	25876
26628	10	15009
12122	10	14432
17131	10	10435
5489	8	28291
11889	15	9273
25505	8	25876
4896	8	28291
16029	10	23703
8141	17	2956
12814	18	12814
10214	8	25876
8162	10	19625
15625	8	25876
1300	10	3826
24078	10	27813
398	18	398
4089	10	22251
7529	10	9943
21329	11	7552
14106	8	25876
27518	10	12622
616	10	7999
25041	10	7244
11094	10	11094
27010	18	27010
24905	17	2716
13301	18	13301
23732	10	3751
16643	18	16643
5957	10	20896
20987	10	24617
15320	7	27540
7025	10	23201
2653	17	7289
15915	10	28098
21174	10	22601
25923	7	18677
20725	18	20725
9685	17	7552
20273	11	28098
25283	23	6576
20367	8	28291
11600	10	3735
13659	10	5336
26748	10	19914
27741	10	7999
28344	10	6899
409	18	409
18184	10	22567
612	11	18817
9531	18	9531
2313	8	25876
5578	23	24590
12390	26	12201
25614	9	16718
17695	10	23703
24407	10	27918
22425	18	22425
6733	10	21936
789	16	11839
16459	8	25876
18531	9	7330
582	10	25408
24087	18	24087
25799	10	3751
24440	10	28320
7700	10	9142
27784	17	1181
12936	17	10900
1050	11	9745
22184	17	27771
11463	17	2336
17202	3	7225
6854	10	4456
21215	17	11210
6347	10	19119
13026	9	20208
7809	10	17488
18619	10	23727
14824	18	14824
14890	18	14890
28308	8	25876
1080	17	1637
3599	10	19914
4089	10	18133
8278	9	9615
11539	18	11539
23794	10	7591
25003	8	28291
15931	10	19164
16441	26	15620
24947	10	8712
18205	10	24102
14732	10	24684
2367	10	20896
1016	18	1016
24658	10	1103
19788	10	18782
21530	8	25876
12769	10	7552
7536	17	25960
7700	10	23252
23716	8	25876
401	8	28291
3881	10	683
20139	17	26677
22732	17	2153
22194	7	7198
5697	10	10869
25318	18	25318
8723	18	8723
7970	18	7970
19128	8	28291
4360	10	26603
20762	10	20896
22523	10	9899
10406	10	15706
23881	10	19349
15928	18	15928
6664	7	3877
15560	11	11682
27052	16	8894
14491	15	20443
25885	10	24523
1075	10	7552
18566	7	4892
25965	10	3129
20605	18	20605
22852	10	15059
27518	10	11210
19981	18	19981
6669	11	16642
4909	10	25180
4089	10	27423
26298	18	26298
14958	9	21863
11973	10	18647
9404	18	9404
20443	10	10435
9930	7	23423
20878	18	20878
25074	10	3962
19177	10	23104
24097	15	9273
20791	10	13978
1967	10	24518
5023	10	7591
7506	10	13622
24915	18	24915
18307	10	27097
12615	10	3164
28453	10	11910
25747	18	25747
21777	10	4742
15715	10	16666
24844	10	25195
9207	10	3053
14660	11	26677
2863	10	6634
1905	11	3226
24717	10	23747
13066	17	19349
15607	17	26897
16453	18	16453
634	11	14958
8565	18	8565
24132	10	2956
776	10	8265
8225	10	4880
1055	18	1055
25671	17	28621
424	8	25876
18398	10	8427
14994	8	28291
11009	7	23085
5742	11	3181
22158	11	3181
13469	10	12622
19250	18	19250
11552	11	20470
23978	10	10435
14181	10	25737
6246	10	22904
6631	10	13809
17345	10	11910
20762	10	16666
27306	10	5626
18224	18	18224
27237	10	13391
6785	10	17488
21755	7	25063
18729	10	6902
21366	10	11790
15496	10	12070
177	11	625
24600	10	16666
1746	18	1746
24191	11	13335
6691	10	17380
346	7	26727
27072	10	20706
9722	10	7251
10530	3	637
16580	10	28230
6246	10	22639
3625	18	3625
13616	18	13616
10040	10	4404
25533	10	20115
26232	7	17444
16000	18	16000
24132	10	1110
21962	11	7289
5407	9	15587
3719	7	19572
20528	10	25428
8332	23	3639
26730	26	6576
1380	9	7827
28105	7	14409
15430	10	27918
21502	10	4288
11638	18	11638
22539	7	14651
23790	10	22068
1405	11	13335
13804	10	17888
15162	8	25876
3458	8	25876
3554	10	27217
20987	10	18133
8285	10	12070
8671	10	23772
24859	18	24859
6593	10	4456
20770	25	9384
16954	10	23145
13362	7	17905
24000	10	26927
3465	10	26967
21411	17	18817
19934	25	10099
13433	10	10750
232	10	17664
1688	1	19197
12701	10	19914
20909	10	7999
22799	10	1833
28344	10	2782
19072	17	7289
20791	10	28320
25298	18	25298
9273	10	3129
23121	17	11381
1308	18	1308
19775	11	12093
5988	10	1211
17915	11	7552
26628	10	8106
24158	8	25876
6709	10	8352
1316	17	2511
4912	7	19149
12070	8	28291
541	18	541
1790	10	5152
12556	8	28291
28296	8	25876
7690	17	10684
15106	8	25876
15857	10	7999
27584	10	10149
16079	11	2336
18672	10	16168
15618	17	28098
13943	11	26897
1675	7	12952
2415	10	21753
26967	18	26967
9136	16	2001
16988	11	25610
5959	7	10248
15794	18	15794
10912	8	28291
19443	25	10358
23236	11	625
2282	11	2956
24371	18	24371
21660	11	20280
25180	18	25180
7880	10	13957
15665	10	28098
112	10	28558
15889	7	561
17605	18	17605
14524	10	2153
20216	10	23772
23444	7	8306
25159	11	1637
18076	10	19349
23635	7	3404
10285	7	25116
26991	17	14189
669	10	17410
26171	10	9189
6891	10	16130
1285	10	10869
777	7	25861
20168	8	28291
12540	10	3164
22883	10	24569
9268	18	9268
18551	7	22494
5675	7	16249
2514	10	23703
6818	8	28291
1521	4	4009
1528	10	11875
7529	10	24221
16501	7	7081
24427	10	23702
3966	18	3966
28312	18	28312
28621	17	14097
18539	10	8374
4909	10	12101
697	18	697
4344	10	26617
10658	23	15249
7476	7	18000
5868	18	5868
27135	11	28621
19832	11	15391
15092	8	28291
18001	8	28291
26624	18	26624
23005	18	23005
1389	17	28098
14065	10	1618
11566	8	25876
11850	18	11850
7722	17	1110
2659	11	14364
112	10	16079
27572	25	27855
18153	25	17413
27171	10	8903
18112	7	23884
16233	10	24221
533	16	6264
6844	7	7927
8321	10	21556
7574	10	11875
10355	10	5668
16516	17	18817
25180	8	25876
28664	18	28664
152	11	15850
4819	8	28291
8128	10	20896
28119	11	8494
10082	18	10082
27081	10	25622
1893	10	27677
26573	15	1070
26383	18	26383
5261	10	6897
12888	10	11065
3835	10	24228
6469	16	3362
26450	10	10042
7010	7	27852
14029	10	11626
19664	10	897
15608	10	8265
17513	10	26967
22523	10	8265
27769	17	5772
20762	10	20498
11635	15	8067
28476	17	9465
6074	18	6074
2023	23	12201
23410	18	23410
24939	8	25876
13140	10	1618
7792	10	19961
17934	10	9948
25317	7	8593
8852	7	16026
11623	10	22567
10102	7	13443
10447	10	11626
26290	18	26290
2514	10	13626
16211	10	4880
28464	10	4372
3881	10	17410
23648	18	23648
8502	17	1110
21343	10	11875
3339	7	1175
23547	10	4456
19990	18	19990
13804	10	16609
16227	8	28291
23926	10	26413
17371	18	17371
9722	10	10435
17642	23	21284
6334	11	625
25979	10	15679
28029	10	7249
14821	17	16642
12259	7	18377
24767	7	238
117	10	3204
27170	8	25876
9045	18	9045
23669	17	1002
14570	10	13978
4240	9	3018
20727	11	23603
28456	7	26093
6094	8	28291
16681	18	16681
24025	18	24025
17618	18	17618
11387	18	11387
28224	10	21936
18818	10	18864
10123	18	10123
5674	18	5674
28433	18	28433
27057	7	17871
22205	10	7255
9999	18	9999
26192	18	26192
2556	18	2556
26094	17	18817
13230	18	13230
20216	10	20944
12120	10	4016
18265	10	1870
27741	25	12940
10693	10	13662
901	10	7096
28359	1	10661
17059	18	17059
3626	10	13072
24003	10	10042
5752	10	22881
16081	18	16081
7584	8	25876
12022	10	625
20528	10	23772
21574	18	21574
9604	18	9604
27518	10	13391
6807	8	25876
23525	18	23525
2817	10	26245
17821	17	18210
5391	8	25876
23451	8	25876
22644	18	22644
25527	10	16874
16101	10	23703
10310	10	13978
17220	10	3826
7879	10	10902
27720	7	3041
4283	10	4537
6109	23	21161
13585	10	12141
2949	11	28095
7630	17	23727
14661	4	2233
22403	10	5297
11504	10	14471
10693	10	22352
6825	3	24590
10152	18	10152
27793	18	27793
11079	18	11079
4861	10	15162
21208	18	21208
23009	17	14097
2765	18	2765
13944	7	637
14723	11	26897
24407	10	23772
11940	18	11940
27755	7	12594
1528	10	594
17695	10	1618
24074	10	10750
6380	10	26166
13877	17	5772
21160	10	15162
3120	18	3120
5870	26	12201
26564	17	14364
4115	11	28095
8874	18	8874
6746	10	12787
8401	10	3164
4548	8	25876
27058	10	7502
8446	18	8446
9781	7	22741
2424	7	11933
24511	23	7225
3462	10	16168
15913	18	15913
17352	18	17352
1014	11	22101
14684	10	23768
12445	7	15154
23308	10	24617
596	7	27042
21502	10	11790
20126	18	20126
24165	10	20896
13635	11	625
8396	10	24617
1303	10	24848
5837	10	23703
6284	8	25876
4769	10	10042
14699	8	28291
23248	10	7251
18672	10	22025
17083	10	27756
8651	18	8651
5722	7	8489
5261	10	11714
14570	10	28320
11026	7	24889
11992	8	28291
11262	10	11875
20071	10	2969
27532	10	3164
6054	7	17779
5237	11	6817
2409	11	6817
27502	10	683
1130	17	24690
6732	10	5689
9904	17	14097
13786	10	16536
14821	18	14821
6254	10	3751
5380	10	25439
117	1	15170
14517	10	24617
25979	10	24072
22249	10	9550
16954	10	23252
23761	10	7999
18393	10	9819
7444	18	7444
20388	7	13477
2900	11	11682
19339	10	24617
18639	8	28291
27896	10	9465
13433	10	7941
26722	23	12201
1818	10	3164
15822	10	25945
15115	10	9366
11872	10	3940
22376	18	22376
8313	18	8313
24947	10	146
11080	10	22567
1254	8	28291
16398	10	16130
12769	10	26677
28661	18	28661
19980	18	19980
18415	7	20517
10536	10	6644
10006	15	7422
13538	7	12714
27874	17	21672
20585	10	18595
2369	11	28098
6347	10	28643
10347	10	5855
1075	10	26677
6367	7	27650
27012	1	126
19221	11	22589
22874	18	22874
8715	10	3751
7301	17	1181
16815	16	8793
27081	10	15641
13829	10	15001
12102	8	25876
5764	10	15530
28424	7	22449
23005	9	21751
1668	4	26716
20693	17	24825
27873	11	28554
23749	10	15059
12598	9	6346
3564	8	28291
22708	10	581
11882	7	651
22654	10	10688
25979	10	10902
8294	11	14364
6746	10	15059
14171	18	14171
3309	8	25876
431	7	14841
10767	10	20896
21570	18	21570
8240	18	8240
22635	7	11174
1408	11	11094
21160	10	25462
11254	10	18646
4028	7	22633
13429	17	28095
6238	8	28291
24816	8	28291
9131	10	25262
6006	10	5137
13131	11	15850
26766	10	11228
12555	7	15648
4592	18	4592
12770	7	26727
18247	8	28291
24707	4	2522
28079	4	7797
26994	11	1110
18011	18	18011
15614	10	10323
7024	18	7024
8532	18	8532
11280	17	2511
22887	17	15850
23380	18	23380
17894	18	17894
18505	18	18505
18216	18	18216
14202	11	28098
21071	10	22233
21759	11	22565
23101	18	23101
15496	10	19961
2647	18	2647
24000	10	24015
4637	18	4637
18672	10	20896
17004	10	6557
5116	8	25876
15430	10	23772
6655	18	6655
20066	11	4880
25214	17	18817
18997	18	18997
5752	10	2894
23297	10	26245
27799	10	18483
22514	10	23702
6080	10	17226
4902	18	4902
4392	8	12641
1303	10	22567
2959	7	3877
6370	10	3962
10462	16	25176
24931	10	13978
2730	17	11910
26728	18	26728
20250	11	26677
25017	10	12070
26480	10	10435
19489	7	12952
20832	18	20832
1497	18	1497
16144	8	12641
13040	23	28348
4273	9	17177
21375	7	9997
7717	26	12201
27532	10	12490
6760	11	18817
25718	18	25718
1294	18	1294
6406	10	1178
27462	17	25610
10767	10	16666
17166	10	16130
15611	10	21319
2415	10	3270
17892	18	17892
25195	8	25876
14029	10	14432
1449	10	23145
24737	17	28098
20551	10	19961
21502	10	6946
17571	23	21526
18729	10	28320
20050	7	9080
14517	10	16042
10549	16	17565
21093	18	21093
13177	7	651
23964	10	11875
2415	10	21566
8396	10	18133
5529	8	28291
17201	17	25610
6359	10	20060
23221	10	1618
9711	26	12201
25191	8	28291
7809	10	15162
14864	7	3200
23005	10	27226
25199	10	24310
415	18	415
9226	10	23772
16381	7	26559
28327	9	14419
24689	7	25201
21424	8	25876
2415	25	28348
196	11	18576
28102	10	16378
5840	8	25876
13451	18	13451
21932	10	10688
696	18	696
21907	9	3624
7012	11	23022
28377	18	28377
16067	7	2937
15999	10	28385
14654	18	14654
18531	10	15600
10096	11	28514
8853	10	647
9141	18	9141
22053	17	16642
21046	18	21046
602	7	2629
7612	17	24825
14828	10	27299
5156	7	23753
10235	8	28291
13140	10	15135
27701	18	27701
22267	18	22267
19587	10	25967
15451	18	15451
14451	10	7624
13031	16	8663
611	18	611
8953	18	8953
5518	10	7096
19020	17	1937
15677	10	26979
25307	8	12641
21562	17	1110
20528	10	26798
2773	18	2773
18786	10	11689
2963	10	24690
10746	11	2956
2866	10	14432
21365	8	25876
16743	18	16743
6783	10	28320
18271	10	25110
7556	17	28098
677	8	28291
10193	8	25876
5380	10	3826
23406	18	23406
24358	8	28291
6719	30	6420
10360	10	27217
22249	10	19914
3105	10	19469
19655	18	19655
10617	7	16989
6062	10	25170
1667	10	4760
11366	7	11768
8107	8	28291
4663	10	26326
3462	10	22025
1708	18	1708
1901	10	15600
15323	15	8474
7452	11	26677
3245	10	28385
3850	18	3850
23794	10	19961
13986	18	13986
557	10	18223
25516	18	25516
11600	10	28529
6751	11	5772
14088	18	14088
2689	18	2689
26540	18	26540
6681	10	10042
2187	7	22949
23881	10	10900
543	17	18210
5834	17	1181
21262	17	4880
15650	3	1417
8401	10	12193
19674	18	19674
25877	10	16168
28345	11	28095
26072	18	26072
16435	10	24617
16316	7	9122
22524	8	25876
10429	8	25876
6682	18	6682
14760	17	3181
27992	10	20896
21502	10	16436
13432	8	28291
13355	18	13355
21677	18	21677
17507	8	25876
4769	10	6529
888	26	12201
10621	11	18817
19241	11	2956
19245	10	3962
6785	10	15162
1073	10	7251
18595	11	11381
7438	16	15900
14543	11	26677
3904	10	11065
25895	17	6817
21285	7	16108
21886	9	4301
6954	7	21526
27058	10	3822
16233	10	25486
7659	10	7743
28388	10	20115
21231	10	5028
2817	10	4016
3613	9	22021
20631	10	13197
10352	18	10352
906	10	5133
27502	10	17410
13458	18	13458
26621	7	637
26227	8	25876
17695	9	10594
14119	8	28291
1056	18	1056
15675	10	13978
8100	10	6869
26476	7	26314
9586	18	9586
758	7	5874
23166	7	14905
21980	18	21980
20814	10	3751
1125	3	7225
7136	11	19838
1335	18	1335
2679	10	23288
27727	18	27727
23174	11	18857
28470	11	25960
10003	11	13609
20804	10	28385
26805	18	26805
9612	10	21293
6011	10	8374
20079	7	10266
25336	17	18857
12477	18	12477
5676	18	5676
4859	18	4859
8853	10	16666
19960	10	18652
5164	10	10902
25504	10	19625
12817	18	12817
14993	7	19790
6294	10	5990
5980	11	18817
5778	18	5778
5712	7	13051
14831	7	9311
27306	10	24221
18998	10	27677
27281	18	27281
19788	10	22188
787	17	28621
24321	7	24382
13659	10	25724
3407	10	23772
17352	17	3226
14498	10	28252
27488	11	11210
237	11	26677
9566	10	17464
12919	11	7289
17705	10	26962
15449	10	27217
3780	10	20684
660	10	3703
18205	10	27217
6609	10	8796
21057	11	22589
6851	7	1234
15065	17	28098
26908	18	26908
7477	18	7477
17368	10	26927
24132	10	7552
24466	10	14552
9774	8	25876
14188	10	15600
16321	7	4990
2881	7	21012
21578	10	27735
1577	10	15467
26850	10	18208
26519	10	23772
1267	7	4821
8999	8	28291
1521	10	1498
11444	10	14590
16641	8	28291
9967	10	24471
16677	10	15679
8741	7	28600
1521	10	26861
10752	17	15850
15027	8	28291
18809	18	18809
24065	10	13978
28109	9	868
21478	10	6919
21055	18	21055
25087	11	16642
4914	26	12201
21231	10	27677
14916	10	7652
16101	10	1618
21989	15	25877
8064	10	17488
12921	8	28291
10468	30	4664
901	10	4372
2402	10	6282
22089	10	1020
26285	10	1077
